1.069568000000000074e+00 -1.090062000000000086e+00 5.037909999999999888e-01 3.842430000000000012e-01 2.978910000000000169e-01 -1.759429999999999883e-01 -3.711679999999999979e-01 -7.791399999999999715e-02 -1.403429999999999955e-01 -1.474320000000000075e-01 -5.897000000000000158e-02 -1.463909999999999934e-01 1.000000000000000000e+00
1.633574999999999999e+00 -6.132079999999999753e-01 -2.658789999999999765e-01 -2.138249999999999873e-01 4.937300000000000022e-02 -1.251740000000000075e-01 -1.854290000000000105e-01 -1.584520000000000095e-01 -5.891500000000000209e-02 -1.562449999999999950e-01 -4.852499999999999869e-02 2.089660000000000128e-01 1.000000000000000000e+00
1.298510000000000053e+00 -9.511849999999999472e-01 -1.394469999999999876e-01 -1.358620000000000105e-01 2.570760000000000267e-01 -4.715300000000000047e-02 -4.512120000000000020e-01 -1.953509999999999969e-01 -1.473190000000000055e-01 -1.590409999999999879e-01 6.388199999999999434e-02 1.271200000000000108e-01 1.000000000000000000e+00
1.082265999999999950e+00 -9.756989999999999830e-01 2.535870000000000068e-01 4.672720000000000207e-01 2.509669999999999956e-01 -2.347710000000000075e-01 -3.376120000000000232e-01 -1.830229999999999912e-01 -7.081500000000000294e-02 -1.023089999999999972e-01 -1.002379999999999938e-01 -6.916999999999999538e-02 1.000000000000000000e+00
1.188666999999999918e+00 -9.552049999999999708e-01 -4.442800000000000221e-02 -2.145179999999999865e-01 3.462489999999999735e-01 -1.830440000000000123e-01 -4.400439999999999907e-01 -1.498200000000000053e-02 -2.899260000000000170e-01 -1.667079999999999951e-01 1.569280000000000119e-01 8.385800000000000198e-02 1.000000000000000000e+00
1.534059000000000061e+00 -1.052521000000000040e+00 8.545200000000000018e-02 -9.652499999999999969e-02 3.919329999999999758e-01 -1.446560000000000068e-01 -4.632279999999999731e-01 -1.140589999999999937e-01 -2.178720000000000101e-01 -6.273499999999999910e-02 9.402699999999999947e-02 1.407399999999999970e-02 1.000000000000000000e+00
1.012286999999999937e+00 -6.553780000000000161e-01 -4.078269999999999951e-01 -4.124860000000000193e-01 1.933350000000000068e-01 -3.425219999999999931e-01 -1.400710000000000011e-01 2.774899999999999936e-02 -1.177139999999999992e-01 -2.117340000000000055e-01 -5.491000000000000221e-03 2.416049999999999864e-01 1.000000000000000000e+00
1.196762000000000103e+00 -1.003255000000000008e+00 2.079000000000000015e-01 2.297609999999999930e-01 2.352190000000000114e-01 -3.578300000000000231e-02 -3.504109999999999725e-01 -2.109530000000000016e-01 -2.119419999999999915e-01 -1.353439999999999921e-01 6.229799999999999921e-02 -1.428899999999999962e-02 1.000000000000000000e+00
1.615213999999999928e+00 -5.420449999999999990e-01 -5.289580000000000393e-01 2.060199999999999879e-02 3.185129999999999906e-01 -3.644999999999999907e-01 -2.581500000000000114e-02 -3.897550000000000181e-01 -1.088019999999999959e-01 -1.165380000000000027e-01 -4.763200000000000073e-02 2.280459999999999987e-01 1.000000000000000000e+00
1.497219999999999995e+00 -5.803340000000000165e-01 -4.342039999999999789e-01 -1.079600000000000004e-02 3.982000000000000123e-02 -1.983820000000000028e-01 -2.279140000000000055e-01 -2.287639999999999951e-01 -5.714899999999999841e-02 -1.623960000000000126e-01 3.699999999999999817e-02 2.336350000000000093e-01 1.000000000000000000e+00
1.252944999999999975e+00 -9.129359999999999697e-01 -7.300600000000000145e-02 2.940519999999999801e-01 2.632499999999999840e-01 -2.706779999999999742e-01 -4.221980000000000177e-01 -1.296329999999999982e-01 -1.144529999999999992e-01 -4.768599999999999922e-02 5.036199999999999705e-02 3.650599999999999679e-02 1.000000000000000000e+00
1.229727999999999932e+00 -5.198249999999999815e-01 -2.997589999999999977e-01 -1.592409999999999937e-01 1.343129999999999880e-01 2.231400000000000050e-02 -3.626940000000000164e-01 -3.031829999999999803e-01 5.445200000000000040e-02 -2.910420000000000229e-01 -3.972099999999999936e-02 2.069840000000000013e-01 1.000000000000000000e+00
1.499897999999999954e+00 -9.581129999999999924e-01 1.974920000000000009e-01 2.067309999999999981e-01 2.324880000000000002e-01 5.440500000000000197e-02 -5.185100000000000264e-01 -1.948749999999999927e-01 -8.398899999999999422e-02 -1.717730000000000090e-01 5.786299999999999777e-02 1.541499999999999988e-02 1.000000000000000000e+00
1.396676000000000029e+00 -5.493569999999999842e-01 -3.041820000000000079e-01 -5.398700000000000027e-02 -2.155299999999999924e-02 -2.787370000000000125e-01 -7.187999999999999945e-02 3.800699999999999912e-02 -2.284909999999999997e-01 -1.964299999999999935e-01 1.561899999999999920e-02 2.168720000000000092e-01 1.000000000000000000e+00
1.454511000000000109e+00 -1.096109999999999918e+00 1.461929999999999896e-01 -2.049000000000000040e-03 3.346319999999999850e-01 7.373599999999999599e-02 -4.979560000000000097e-01 -2.450849999999999973e-01 -9.951000000000000123e-02 -1.418609999999999871e-01 2.866399999999999851e-02 -1.997300000000000117e-02 1.000000000000000000e+00
1.012286999999999937e+00 -6.553780000000000161e-01 -4.078269999999999951e-01 -4.124860000000000193e-01 1.933350000000000068e-01 -3.425219999999999931e-01 -1.400710000000000011e-01 2.774899999999999936e-02 -1.177139999999999992e-01 -2.117340000000000055e-01 -5.491000000000000221e-03 2.416049999999999864e-01 1.000000000000000000e+00
1.601941999999999977e+00 -5.616020000000000456e-01 -5.556680000000000508e-01 -5.756900000000000212e-02 1.590459999999999929e-01 -4.693359999999999754e-01 9.086800000000000432e-02 -1.456530000000000047e-01 -1.161129999999999940e-01 -1.503269999999999884e-01 4.781300000000000133e-02 3.548200000000000243e-01 1.000000000000000000e+00
1.536647000000000096e+00 -2.872930000000000206e-01 -4.708499999999999908e-01 -3.468910000000000049e-01 -1.637049999999999894e-01 -3.145140000000000158e-01 -2.788300000000000153e-02 -1.059029999999999971e-01 3.170810000000000017e-01 -2.964820000000000233e-01 -1.609770000000000090e-01 1.101170000000000065e-01 1.000000000000000000e+00
