2.005369999999999930e-01 6.836840000000000278e-03 1.897540000000000077e-03 6.910889999999999828e-05 1.770760000000000035e-08 4.247779999999999673e-06 1.768490000000000042e-08 1.620000000000000107e+00 1.270000000000000018e+00 1.260000000000000009e+00 1.000000000000000000e+00
1.959390000000000021e-01 6.002409999999999690e-03 8.452689999999999466e-04 4.588210000000000240e-06 5.360170000000000010e-11 -3.198010000000000193e-07 -2.806620000000000075e-10 9.899999999999999911e-01 1.270000000000000018e+00 1.320000000000000062e+00 1.000000000000000000e+00
1.747839999999999949e-01 3.274070000000000018e-03 2.131350000000000117e-04 6.415089999999999510e-07 4.792050000000000366e-12 2.810570000000000067e-08 5.771009999999999661e-12 4.199999999999999845e-01 1.320000000000000062e+00 1.260000000000000009e+00 1.000000000000000000e+00
1.711000000000000021e-01 2.093160000000000159e-03 7.706450000000000051e-05 1.210639999999999940e-06 -1.147890000000000029e-11 5.521450000000000119e-08 2.230359999999999798e-12 2.330000000000000071e+00 1.280000000000000027e+00 1.280000000000000027e+00 1.000000000000000000e+00
2.080740000000000089e-01 8.455239999999999284e-03 7.842199999999999692e-04 1.321719999999999942e-05 5.217579999999999665e-12 8.669819999999999478e-07 1.345630000000000036e-09 2.250000000000000000e+00 1.280000000000000027e+00 1.280000000000000027e+00 1.000000000000000000e+00
2.146170000000000022e-01 8.449629999999999641e-03 7.023580000000000404e-04 5.147980000000000134e-05 -8.635180000000000367e-09 4.635310000000000179e-06 4.610469999999999693e-09 4.600000000000000200e-01 1.290000000000000036e+00 1.260000000000000009e+00 1.000000000000000000e+00
2.202929999999999888e-01 9.824680000000000565e-03 9.430779999999999719e-04 4.385890000000000117e-05 -8.725840000000000134e-09 4.347150000000000383e-06 1.850560000000000070e-09 2.350000000000000089e+00 1.280000000000000027e+00 1.280000000000000027e+00 1.000000000000000000e+00
3.150290000000000035e-01 3.377449999999999897e-02 2.102979999999999954e-03 3.794550000000000050e-04 -2.869080000000000172e-07 6.831000000000000158e-05 1.805079999999999908e-07 9.399999999999999467e-01 1.239999999999999991e+00 1.330000000000000071e+00 1.000000000000000000e+00
3.150290000000000035e-01 3.377449999999999897e-02 2.102979999999999954e-03 3.794550000000000050e-04 -2.869080000000000172e-07 6.831000000000000158e-05 1.805079999999999908e-07 9.399999999999999467e-01 1.239999999999999991e+00 1.330000000000000071e+00 1.000000000000000000e+00
1.875419999999999865e-01 4.153060000000000085e-03 3.350790000000000084e-04 6.784370000000000022e-07 -9.434269999999999543e-12 -3.243329999999999966e-08 -3.953419999999999930e-12 2.279999999999999805e+00 1.280000000000000027e+00 1.280000000000000027e+00 1.000000000000000000e+00
3.002210000000000156e-01 2.509590000000000085e-02 2.224690000000000088e-03 4.728140000000000034e-04 -3.948529999999999954e-07 7.190169999999999634e-05 2.814940000000000191e-07 2.080000000000000071e+00 1.280000000000000027e+00 1.280000000000000027e+00 1.000000000000000000e+00
1.936410000000000076e-01 6.434839999999999831e-03 6.582159999999999877e-04 2.794719999999999815e-06 -3.463929999999999923e-11 -2.240269999999999982e-07 -1.147510000000000001e-10 2.350000000000000089e+00 1.280000000000000027e+00 1.280000000000000027e+00 1.000000000000000000e+00
1.831490000000000062e-01 4.509850000000000143e-03 5.536750000000000005e-04 6.502119999999999675e-06 3.463410000000000244e-10 3.772460000000000152e-07 1.795829999999999888e-10 2.089999999999999858e+00 1.290000000000000036e+00 1.280000000000000027e+00 1.000000000000000000e+00
4.583720000000000017e-01 4.563350000000000045e-02 7.084500000000000085e-04 1.105790000000000071e-02 -2.371939999999999859e-05 2.337010000000000042e-03 1.988240000000000127e-05 5.500000000000000444e-01 1.290000000000000036e+00 1.189999999999999947e+00 1.000000000000000000e+00
